Date,Open,High,Low,Close,Adj Close,Volume
1990-09-21,5.250000,5.296875,5.218750,5.234375,2.355934,2247200
1990-09-24,5.218750,5.218750,5.140625,5.187500,2.334837,2474400
1990-09-25,5.187500,5.281250,5.187500,5.265625,2.369998,1309600
1990-09-26,5.250000,5.250000,5.156250,5.203125,2.341869,1736000
1990-09-27,5.203125,5.265625,5.140625,5.203125,2.341869,1731200
1990-09-28,5.203125,5.312500,5.109375,5.281250,2.377031,2783200
1990-10-01,5.281250,5.421875,5.265625,5.343750,2.405162,1793600
1990-10-02,5.375000,5.531250,5.375000,5.421875,2.440325,2320000
1990-10-03,5.421875,5.500000,5.406250,5.500000,2.475490,2629600
1990-10-04,5.500000,5.500000,5.390625,5.390625,2.426259,4704000
1990-10-05,5.312500,5.312500,5.234375,5.281250,2.377031,2625600
1990-10-08,5.281250,5.343750,5.234375,5.250000,2.362967,969600
1990-10-09,5.234375,5.234375,4.968750,4.968750,2.236380,4763200
1990-10-10,4.921875,4.921875,4.843750,4.875000,2.194182,4448800
1990-10-11,4.875000,4.968750,4.781250,4.890625,2.201214,2772000
1990-10-12,4.890625,5.000000,4.875000,4.953125,2.229345,1552000
1990-10-15,4.953125,5.093750,4.937500,4.984375,2.243411,1926400
1990-10-16,4.890625,4.890625,4.765625,4.843750,2.196645,2320800
1990-10-17,4.843750,4.859375,4.781250,4.812500,2.182472,3465600
1990-10-18,4.953125,5.093750,4.953125,5.046875,2.288762,2463200
1990-10-19,5.093750,5.296875,5.093750,5.281250,2.395050,2676800
1990-10-22,5.281250,5.328125,5.218750,5.328125,2.416308,1761600
1990-10-23,5.328125,5.484375,5.312500,5.406250,2.451737,2084000
1990-10-24,5.406250,5.406250,5.312500,5.328125,2.416308,1229600
1990-10-25,5.312500,5.312500,5.218750,5.250000,2.380880,978400
1990-10-26,5.203125,5.203125,5.031250,5.046875,2.288762,847200
1990-10-29,5.046875,5.093750,5.000000,5.000000,2.267503,1860800
1990-10-30,5.000000,5.046875,4.937500,5.031250,2.281675,913600
1990-10-31,5.031250,5.125000,5.031250,5.093750,2.310019,1234400
1990-11-01,5.046875,5.046875,4.953125,5.015625,2.274590,2487200
1990-11-02,5.015625,5.187500,4.984375,5.171875,2.345449,2397600
1990-11-05,5.171875,5.171875,5.031250,5.062500,2.295848,2248000
1990-11-06,5.062500,5.156250,5.031250,5.062500,2.295848,1444000
1990-11-07,5.062500,5.109375,4.968750,4.984375,2.260418,3255200
1990-11-08,4.984375,5.062500,4.906250,4.968750,2.253332,1528000
1990-11-09,4.968750,5.156250,4.953125,5.140625,2.331277,2678400
1990-11-12,5.156250,5.421875,5.156250,5.406250,2.451737,2640000
1990-11-13,5.406250,5.437500,5.328125,5.390625,2.444652,2504800
1990-11-14,5.390625,5.468750,5.359375,5.453125,2.472997,1023200
1990-11-15,5.437500,5.437500,5.343750,5.390625,2.444652,1067200
1990-11-16,5.390625,5.437500,5.328125,5.375000,2.437566,739200
1990-11-19,5.390625,5.484375,5.390625,5.453125,2.472997,2272000
1990-11-20,5.453125,5.500000,5.281250,5.375000,2.437566,3161600
1990-11-21,5.375000,5.390625,5.250000,5.296875,2.402137,2436000
1990-11-23,5.125000,5.125000,4.906250,4.921875,2.232073,4577600
1990-11-26,4.921875,5.015625,4.921875,5.015625,2.274590,4036000
1990-11-27,5.031250,5.109375,5.031250,5.078125,2.302935,3588000
1990-11-28,5.078125,5.125000,5.046875,5.046875,2.288762,2092000
1990-11-29,5.046875,5.046875,4.968750,5.000000,2.267503,1948800
1990-11-30,5.000000,5.171875,5.000000,5.140625,2.331277,2613600
1990-12-03,5.218750,5.343750,5.218750,5.312500,2.409221,3143200
1990-12-04,5.312500,5.375000,5.187500,5.359375,2.430480,1881600
1990-12-05,5.359375,5.500000,5.281250,5.500000,2.494253,1208800
1990-12-06,5.531250,5.734375,5.531250,5.578125,2.529684,2690400
1990-12-07,5.578125,5.703125,5.578125,5.640625,2.558027,2260800
1990-12-10,5.656250,5.781250,5.656250,5.734375,2.600544,1817600
1990-12-11,5.703125,5.703125,5.609375,5.640625,2.558027,768000
1990-12-12,5.640625,5.812500,5.625000,5.781250,2.621801,1384000
1990-12-13,5.765625,5.765625,5.671875,5.718750,2.593458,1659200
1990-12-14,5.718750,5.718750,5.578125,5.640625,2.558027,1204800
1990-12-17,5.640625,5.640625,5.546875,5.578125,2.529684,955200
1990-12-18,5.578125,5.812500,5.531250,5.734375,2.600544,2716800
1990-12-19,5.750000,5.921875,5.750000,5.859375,2.657232,2508000
1990-12-20,5.859375,6.031250,5.718750,6.015625,2.728091,2395200
1990-12-21,6.015625,6.031250,5.875000,5.890625,2.671404,2540000
1990-12-24,5.859375,5.859375,5.812500,5.828125,2.643059,821600
1990-12-26,5.828125,5.843750,5.796875,5.812500,2.635973,1209600
1990-12-27,5.812500,5.875000,5.812500,5.812500,2.635973,1064800
1990-12-28,5.812500,5.875000,5.812500,5.828125,2.643059,1098400
1990-12-31,5.828125,5.875000,5.718750,5.875000,2.664316,1917600
1991-01-02,5.875000,5.890625,5.828125,5.828125,2.643059,1411200
1991-01-03,5.828125,5.828125,5.734375,5.734375,2.600544,1003200
1991-01-04,5.718750,5.718750,5.609375,5.640625,2.558027,990400
1991-01-07,5.593750,5.593750,5.515625,5.562500,2.522598,1822400
1991-01-08,5.562500,5.687500,5.546875,5.671875,2.572199,1609600
1991-01-09,5.671875,5.781250,5.515625,5.593750,2.536769,2950400
1991-01-10,5.593750,5.687500,5.578125,5.687500,2.579286,1009600
1991-01-11,5.687500,5.781250,5.671875,5.750000,2.607630,1012800
1991-01-14,5.750000,5.781250,5.687500,5.734375,2.600544,1252800
1991-01-15,5.734375,5.750000,5.656250,5.734375,2.617661,1581600
1991-01-16,5.609375,5.609375,5.406250,5.453125,2.489275,6082400
1991-01-17,5.562500,5.703125,5.562500,5.703125,2.603398,3179200
1991-01-18,5.703125,5.718750,5.500000,5.562500,2.539202,3467200
1991-01-21,5.562500,5.562500,5.515625,5.562500,2.539202,591200
1991-01-22,5.421875,5.421875,5.343750,5.359375,2.446480,2828800
1991-01-23,5.359375,5.500000,5.328125,5.484375,2.503541,2043200
1991-01-24,5.593750,5.859375,5.593750,5.781250,2.639060,3887200
1991-01-25,5.812500,5.984375,5.812500,5.843750,2.667591,2651200
1991-01-28,5.843750,6.000000,5.828125,6.000000,2.738915,3550400
1991-01-29,6.000000,6.125000,5.984375,6.125000,2.795976,2611200
1991-01-30,6.125000,6.312500,6.125000,6.218750,2.838773,3854400
1991-01-31,6.218750,6.265625,6.203125,6.218750,2.838773,3290400
1991-02-01,6.218750,6.312500,6.109375,6.171875,2.817375,2251200
1991-02-04,6.171875,6.281250,6.140625,6.265625,2.860169,1664000
1991-02-05,6.312500,6.375000,6.312500,6.359375,2.902964,3164000
1991-02-06,6.359375,6.359375,6.218750,6.234375,2.845906,2236000
1991-02-07,6.234375,6.250000,6.031250,6.062500,2.767446,3143200
1991-02-08,6.062500,6.078125,5.921875,5.984375,2.731783,2381600
1991-02-11,5.984375,6.125000,5.968750,6.109375,2.788844,5071200
1991-02-12,6.109375,6.250000,6.015625,6.234375,2.845906,6367200
1991-02-13,6.234375,6.328125,6.218750,6.296875,2.874435,1629600
1991-02-14,6.296875,6.390625,6.296875,6.343750,2.895833,3534400
1991-02-15,6.343750,6.406250,6.281250,6.390625,2.917231,2853600
1991-02-19,6.421875,6.515625,6.421875,6.468750,2.952894,2751200
1991-02-20,6.375000,6.375000,6.250000,6.328125,2.888701,4236800
1991-02-21,6.328125,6.406250,6.093750,6.218750,2.838773,4526400
1991-02-22,6.218750,6.234375,6.109375,6.203125,2.831640,4204800
1991-02-25,6.250000,6.359375,6.250000,6.328125,2.888701,3442400
1991-02-26,6.328125,6.328125,6.265625,6.281250,2.867303,1956800
1991-02-27,6.296875,6.859375,6.296875,6.687500,3.052750,10696000
1991-02-28,6.703125,6.984375,6.703125,6.828125,3.116943,8106400
1991-03-01,6.828125,6.890625,6.703125,6.875000,3.138342,3834400
1991-03-04,6.906250,7.125000,6.906250,6.937500,3.166872,6124800
1991-03-05,7.000000,7.171875,7.000000,7.078125,3.231065,5410400
1991-03-06,7.078125,7.203125,6.859375,6.859375,3.131208,8100000
1991-03-07,6.859375,6.906250,6.812500,6.843750,3.124077,3812800
1991-03-08,6.843750,6.984375,6.843750,6.843750,3.124077,1890400
1991-03-11,6.843750,6.937500,6.781250,6.937500,3.166872,2101600
1991-03-12,6.937500,6.984375,6.812500,6.812500,3.109808,2921600
1991-03-13,6.812500,6.890625,6.781250,6.859375,3.131208,1520000
1991-03-14,6.859375,6.937500,6.828125,6.843750,3.124077,2828000
1991-03-15,6.843750,6.843750,6.562500,6.671875,3.045617,6928000
1991-03-18,6.656250,6.656250,6.468750,6.515625,2.974289,2060000
1991-03-19,6.421875,6.421875,6.265625,6.296875,2.874435,4192800
1991-03-20,6.296875,6.312500,6.156250,6.265625,2.860169,3277600
1991-03-21,6.265625,6.296875,6.156250,6.171875,2.817375,2351200
1991-03-22,6.171875,6.171875,5.984375,6.031250,2.753181,3663200
1991-03-25,6.031250,6.140625,6.015625,6.125000,2.795976,2093600
1991-03-26,6.125000,6.125000,6.062500,6.109375,2.788844,3200800
1991-03-27,6.109375,6.187500,6.062500,6.078125,2.774579,2304000
1991-03-28,6.078125,6.234375,5.953125,5.984375,2.731783,1659200
1991-04-01,5.984375,5.984375,5.937500,5.937500,2.710386,1438400
1991-04-02,5.953125,6.046875,5.953125,6.000000,2.738915,1878400
1991-04-03,6.000000,6.187500,6.000000,6.062500,2.767446,3258400
1991-04-04,6.093750,6.187500,6.093750,6.093750,2.781711,2211200
1991-04-05,6.093750,6.109375,5.937500,5.937500,2.710386,2349600
1991-04-08,5.937500,6.015625,5.937500,6.015625,2.746048,1205600
1991-04-09,6.000000,6.000000,5.937500,5.937500,2.710386,1406400
1991-04-10,5.937500,5.984375,5.796875,5.859375,2.674723,2554400
1991-04-11,5.859375,5.937500,5.859375,5.906250,2.696121,2009600
1991-04-12,5.906250,5.968750,5.781250,5.859375,2.674723,1960800
1991-04-15,5.859375,5.859375,5.812500,5.859375,2.674723,1435200
1991-04-16,5.859375,6.203125,5.843750,6.203125,2.849879,2488800
1991-04-17,6.203125,6.234375,6.156250,6.187500,2.842700,2335200
1991-04-18,6.187500,6.390625,6.187500,6.312500,2.900130,3737600
1991-04-19,6.281250,6.281250,6.187500,6.187500,2.842700,1024800
1991-04-22,6.187500,6.234375,6.078125,6.125000,2.813985,2327200
1991-04-23,6.125000,6.187500,6.046875,6.093750,2.799628,2043200
1991-04-24,6.078125,6.078125,5.937500,6.031250,2.770915,1737600
1991-04-25,6.000000,6.000000,5.906250,5.968750,2.742202,1717600
1991-04-26,5.968750,5.968750,5.875000,5.937500,2.727844,833600
1991-04-29,5.937500,6.062500,5.921875,5.921875,2.720665,1160800
1991-04-30,5.921875,6.000000,5.890625,5.953125,2.735022,2476000
1991-05-01,5.984375,6.093750,5.984375,6.093750,2.799628,1036800
1991-05-02,6.109375,6.234375,6.109375,6.171875,2.835521,1527200
1991-05-03,6.250000,6.390625,6.250000,6.281250,2.885771,3572000
1991-05-06,6.281250,6.312500,6.171875,6.218750,2.857058,2314400
1991-05-07,6.265625,6.343750,6.265625,6.343750,2.914485,3559200
1991-05-08,6.343750,6.437500,6.328125,6.437500,2.957557,2764000
1991-05-09,6.437500,6.546875,6.421875,6.531250,3.000628,2522400
1991-05-10,6.531250,6.562500,6.390625,6.484375,2.979093,2012000
1991-05-13,6.484375,6.484375,6.390625,6.421875,2.950378,1440800
1991-05-14,6.390625,6.390625,6.281250,6.328125,2.907309,1693600
1991-05-15,6.328125,6.328125,6.171875,6.218750,2.857058,1932000
1991-05-16,6.218750,6.250000,6.171875,6.250000,2.871415,1835200
1991-05-17,6.250000,6.296875,6.187500,6.250000,2.871415,1694400
1991-05-20,6.250000,6.281250,6.171875,6.187500,2.842700,1069600
1991-05-21,6.156250,6.156250,5.984375,6.015625,2.763736,3941600
1991-05-22,6.015625,6.015625,5.843750,5.859375,2.691951,3570400
1991-05-23,5.859375,5.890625,5.718750,5.796875,2.663237,4782400
1991-05-24,5.796875,5.812500,5.765625,5.781250,2.656059,2568800
1991-05-28,5.781250,5.953125,5.781250,5.953125,2.735022,4444800
1991-05-29,5.953125,6.031250,5.890625,5.953125,2.735022,3298400
1991-05-30,5.968750,6.218750,5.968750,6.140625,2.821166,4867200
1991-05-31,6.203125,6.468750,6.203125,6.468750,2.971915,5884800
1991-06-03,6.468750,6.718750,6.453125,6.687500,3.072413,4033600
1991-06-04,6.671875,6.671875,6.578125,6.609375,3.036521,3937600
1991-06-05,6.562500,6.562500,6.453125,6.484375,2.979093,2163200
1991-06-06,6.484375,6.484375,6.421875,6.453125,2.964736,2290400
1991-06-07,6.453125,6.546875,6.406250,6.484375,2.979093,1560000
1991-06-10,6.500000,6.531250,6.500000,6.515625,2.993448,1092000
1991-06-11,6.531250,6.609375,6.531250,6.562500,3.014985,2225600
1991-06-12,6.562500,6.562500,6.421875,6.468750,2.971915,2360800
1991-06-13,6.468750,6.468750,6.406250,6.421875,2.950378,1194400
1991-06-14,6.453125,6.484375,6.453125,6.484375,2.979093,743200
1991-06-17,6.484375,6.484375,6.421875,6.453125,2.964736,639200
1991-06-18,6.453125,6.468750,6.359375,6.359375,2.921663,1295200
1991-06-19,6.265625,6.265625,6.171875,6.187500,2.842700,1592800
1991-06-20,6.171875,6.171875,6.109375,6.156250,2.828343,1385600
1991-06-21,6.171875,6.250000,6.171875,6.250000,2.871415,2070400
1991-06-24,6.218750,6.218750,6.078125,6.078125,2.792449,1020000
1991-06-25,6.093750,6.156250,6.093750,6.109375,2.806807,1113600
1991-06-26,6.109375,6.250000,6.109375,6.250000,2.871415,1304000
1991-06-27,6.250000,6.312500,6.203125,6.312500,2.900130,998400
1991-06-28,6.265625,6.265625,6.125000,6.171875,2.835521,1248800
1991-07-01,6.171875,6.218750,6.031250,6.218750,2.857058,1912800
1991-07-02,6.218750,6.218750,6.125000,6.218750,2.857058,1833600
1991-07-03,6.171875,6.171875,6.046875,6.093750,2.799628,1220800
1991-07-05,6.093750,6.093750,6.046875,6.062500,2.785271,1010400
1991-07-08,6.046875,6.046875,5.953125,5.968750,2.742202,2148000
1991-07-09,5.968750,5.968750,5.890625,5.890625,2.706309,1787200
1991-07-10,5.890625,6.031250,5.890625,5.906250,2.713487,2309600
1991-07-11,5.906250,5.984375,5.906250,5.906250,2.713487,1409600
1991-07-12,5.906250,6.031250,5.890625,6.000000,2.756558,981600
1991-07-15,6.000000,6.093750,6.000000,6.078125,2.792449,823200
